College/School,Department,Intended Major,Neither Parent has 4 Year College Degree,Applicant Headcounts,Academic Yr,('SIRed')
Clg of Letters & Science,Near Eastern Studies,Near Eastern Civilizations,Y,4,2016-17,(SIRed)
Clg of Letters & Science,Near Eastern Studies,Near Eastern Civilizations,Y,2,2017-18,(SIRed)
Clg of Letters & Science,Near Eastern Studies,Near Eastern Lang & Lit,N,1,2015-16,(SIRed)
Clg of Letters & Science,Near Eastern Studies,Near Eastern Lang & Lit,N,0,2016-17,(SIRed)
Clg of Letters & Science,Near Eastern Studies,Near Eastern Lang & Lit,N,3,2017-18,(SIRed)
Clg of Letters & Science,Near Eastern Studies,Near Eastern Lang & Lit,Y,1,2015-16,(SIRed)
Clg of Letters & Science,Near Eastern Studies,Near Eastern Lang & Lit,Y,2,2016-17,(SIRed)
Clg of Letters & Science,Near Eastern Studies,Near Eastern Lang & Lit,Y,0,2017-18,(SIRed)
Clg of Letters & Science,Other Arts & Humanities Pgms,Undecided Arts & Humanities,N,0,2017-18,(SIRed)
Clg of Letters & Science,Other Bio Sciences Pgms,Undecided Bio Sciences,N,1,2017-18,(SIRed)
Clg of Letters & Science,Other Bio Sciences Pgms,Undecided Bio Sciences,Y,1,2017-18,(SIRed)
Clg of Letters & Science,Other Social Sciences Programs,Undecided Social Sciences,N,2,2017-18,(SIRed)
Clg of Letters & Science,Other Social Sciences Programs,Undecided Social Sciences,Y,0,2017-18,(SIRed)
Clg of Letters & Science,Philosophy,Philosophy,N,33,2015-16,(SIRed)
Clg of Letters & Science,Philosophy,Philosophy,N,66,2016-17,(SIRed)
Clg of Letters & Science,Philosophy,Philosophy,N,47,2017-18,(SIRed)
Clg of Letters & Science,Philosophy,Philosophy,U,3,2015-16,(SIRed)
Clg of Letters & Science,Philosophy,Philosophy,U,2,2016-17,(SIRed)
Clg of Letters & Science,Philosophy,Philosophy,U,6,2017-18,(SIRed)
Clg of Letters & Science,Philosophy,Philosophy,Y,22,2015-16,(SIRed)
Clg of Letters & Science,Philosophy,Philosophy,Y,52,2016-17,(SIRed)
Clg of Letters & Science,Philosophy,Philosophy,Y,35,2017-18,(SIRed)
Clg of Letters & Science,Physics,Physics,N,13,2015-16,(SIRed)
Clg of Letters & Science,Physics,Physics,N,27,2016-17,(SIRed)
Clg of Letters & Science,Physics,Physics,N,19,2017-18,(SIRed)
Clg of Letters & Science,Physics,Physics,U,1,2015-16,(SIRed)
Clg of Letters & Science,Physics,Physics,U,3,2016-17,(SIRed)
Clg of Letters & Science,Physics,Physics,U,3,2017-18,(SIRed)
Clg of Letters & Science,Physics,Physics,Y,19,2015-16,(SIRed)
Clg of Letters & Science,Physics,Physics,Y,19,2016-17,(SIRed)
Clg of Letters & Science,Physics,Physics,Y,21,2017-18,(SIRed)
Clg of Letters & Science,Political Science,Political Science,N,77,2015-16,(SIRed)
Clg of Letters & Science,Political Science,Political Science,N,97,2016-17,(SIRed)
Clg of Letters & Science,Political Science,Political Science,N,129,2017-18,(SIRed)
Clg of Letters & Science,Political Science,Political Science,U,2,2015-16,(SIRed)
Clg of Letters & Science,Political Science,Political Science,U,7,2016-17,(SIRed)
Clg of Letters & Science,Political Science,Political Science,U,4,2017-18,(SIRed)
Clg of Letters & Science,Political Science,Political Science,Y,82,2015-16,(SIRed)
Clg of Letters & Science,Political Science,Political Science,Y,103,2016-17,(SIRed)
Clg of Letters & Science,Political Science,Political Science,Y,89,2017-18,(SIRed)
Clg of Letters & Science,Psychology,Psychology,N,65,2015-16,(SIRed)
Clg of Letters & Science,Psychology,Psychology,N,71,2016-17,(SIRed)
Clg of Letters & Science,Psychology,Psychology,N,59,2017-18,(SIRed)
Clg of Letters & Science,Psychology,Psychology,U,3,2015-16,(SIRed)
Clg of Letters & Science,Psychology,Psychology,U,4,2016-17,(SIRed)
Clg of Letters & Science,Psychology,Psychology,U,5,2017-18,(SIRed)
Clg of Letters & Science,Psychology,Psychology,Y,86,2015-16,(SIRed)
Clg of Letters & Science,Psychology,Psychology,Y,62,2016-17,(SIRed)
Clg of Letters & Science,Psychology,Psychology,Y,35,2017-18,(SIRed)
Clg of Letters & Science,Rhetoric,Rhetoric,N,14,2015-16,(SIRed)
Clg of Letters & Science,Rhetoric,Rhetoric,N,19,2016-17,(SIRed)
Clg of Letters & Science,Rhetoric,Rhetoric,N,24,2017-18,(SIRed)
Clg of Letters & Science,Rhetoric,Rhetoric,U,1,2015-16,(SIRed)
Clg of Letters & Science,Rhetoric,Rhetoric,U,2,2016-17,(SIRed)
Clg of Letters & Science,Rhetoric,Rhetoric,U,2,2017-18,(SIRed)
Clg of Letters & Science,Rhetoric,Rhetoric,Y,21,2015-16,(SIRed)
Clg of Letters & Science,Rhetoric,Rhetoric,Y,32,2016-17,(SIRed)
Clg of Letters & Science,Rhetoric,Rhetoric,Y,18,2017-18,(SIRed)
Clg of Letters & Science,Scandinavian,Celtic Studies,N,,2015-16,(SIRed)
Clg of Letters & Science,Scandinavian,Celtic Studies,N,0,2016-17,(SIRed)
Clg of Letters & Science,Scandinavian,Celtic Studies,Y,1,2015-16,(SIRed)
Clg of Letters & Science,Scandinavian,Celtic Studies,Y,0,2016-17,(SIRed)
Clg of Letters & Science,Scandinavian,Scandinavian,N,,2015-16,(SIRed)
Clg of Letters & Science,Scandinavian,Scandinavian,N,0,2016-17,(SIRed)
Clg of Letters & Science,Scandinavian,Scandinavian,N,1,2017-18,(SIRed)
Clg of Letters & Science,Scandinavian,Scandinavian,U,,2015-16,(SIRed)
Clg of Letters & Science,Scandinavian,Scandinavian,U,0,2016-17,(SIRed)
Clg of Letters & Science,Scandinavian,Scandinavian,Y,,2015-16,(SIRed)
Clg of Letters & Science,Scandinavian,Scandinavian,Y,0,2016-17,(SIRed)
Clg of Letters & Science,Slavic Languages & Literatures,Slavic Lang & Lit,N,1,2015-16,(SIRed)
Clg of Letters & Science,Slavic Languages & Literatures,Slavic Lang & Lit,N,1,2016-17,(SIRed)
Clg of Letters & Science,Slavic Languages & Literatures,Slavic Lang & Lit,N,2,2017-18,(SIRed)
Clg of Letters & Science,Slavic Languages & Literatures,Slavic Lang & Lit,Y,,2015-16,(SIRed)
Clg of Letters & Science,Slavic Languages & Literatures,Slavic Lang & Lit,Y,1,2016-17,(SIRed)
Clg of Letters & Science,Slavic Languages & Literatures,Slavic Lang & Lit,Y,1,2017-18,(SIRed)
Clg of Letters & Science,Sociology,Sociology,N,44,2015-16,(SIRed)
Clg of Letters & Science,Sociology,Sociology,N,61,2016-17,(SIRed)
Clg of Letters & Science,Sociology,Sociology,N,75,2017-18,(SIRed)
Clg of Letters & Science,Sociology,Sociology,U,1,2015-16,(SIRed)
Clg of Letters & Science,Sociology,Sociology,U,5,2016-17,(SIRed)
Clg of Letters & Science,Sociology,Sociology,U,8,2017-18,(SIRed)
Clg of Letters & Science,Sociology,Sociology,Y,51,2015-16,(SIRed)
Clg of Letters & Science,Sociology,Sociology,Y,79,2016-17,(SIRed)
Clg of Letters & Science,Sociology,Sociology,Y,99,2017-18,(SIRed)
Clg of Letters & Science,South & SE Asian Studies,South & SE Asian Studies,N,2,2015-16,(SIRed)
Clg of Letters & Science,South & SE Asian Studies,South & SE Asian Studies,N,3,2016-17,(SIRed)
Clg of Letters & Science,South & SE Asian Studies,South & SE Asian Studies,N,4,2017-18,(SIRed)
Clg of Letters & Science,South & SE Asian Studies,South & SE Asian Studies,U,,2015-16,(SIRed)
Clg of Letters & Science,South & SE Asian Studies,South & SE Asian Studies,U,1,2016-17,(SIRed)
Clg of Letters & Science,South & SE Asian Studies,South & SE Asian Studies,U,0,2017-18,(SIRed)
Clg of Letters & Science,South & SE Asian Studies,South & SE Asian Studies,Y,3,2015-16,(SIRed)
Clg of Letters & Science,South & SE Asian Studies,South & SE Asian Studies,Y,1,2016-17,(SIRed)
Clg of Letters & Science,South & SE Asian Studies,South & SE Asian Studies,Y,1,2017-18,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,N,1,2015-16,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,N,0,2016-17,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,N,2,2017-18,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,U,,2015-16,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,U,0,2016-17,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,U,0,2017-18,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,Y,1,2015-16,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,Y,3,2016-17,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,Y,3,2017-18,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Latin-Amer Lang & Lit,U,1,2016-17,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Latin-Amer Lang & Lit,Y,,2015-16,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Latin-Amer Lang & Lit,Y,0,2016-17,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Latin-Amer Lang & Lit,Y,2,2017-18,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Luso-Brazil Lang & Lit,N,1,2015-16,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Luso-Brazil Lang & Lit,N,0,2016-17,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Luso-Brazil Lang & Lit,N,0,2017-18,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Luso-Brazil Lang & Lit,U,1,2016-17,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Luso-Brazil Lang & Lit,Y,,2015-16,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Luso-Brazil Lang & Lit,Y,0,2016-17,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Luso-Brazil Lang & Lit,Y,1,2017-18,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Spanish Lang & Lit,N,3,2015-16,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Spanish Lang & Lit,N,4,2016-17,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Spanish Lang & Lit,N,2,2017-18,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Spanish Lang & Lit,U,,2015-16,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Spanish Lang & Lit,U,0,2016-17,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Spanish Lang & Lit,Y,10,2015-16,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Spanish Lang & Lit,Y,5,2016-17,(SIRed)
Clg of Letters & Science,Spanish & Portuguese,Spanish-Spanish Lang & Lit,Y,6,2017-18,(SIRed)
Clg of Letters & Science,Statistics,Statistics,N,20,2015-16,(SIRed)
Clg of Letters & Science,Statistics,Statistics,N,28,2016-17,(SIRed)
Clg of Letters & Science,Statistics,Statistics,N,29,2017-18,(SIRed)
Clg of Letters & Science,Statistics,Statistics,U,1,2015-16,(SIRed)
Clg of Letters & Science,Statistics,Statistics,U,1,2016-17,(SIRed)
Clg of Letters & Science,Statistics,Statistics,U,2,2017-18,(SIRed)
Clg of Letters & Science,Statistics,Statistics,Y,10,2015-16,(SIRed)
Clg of Letters & Science,Statistics,Statistics,Y,23,2016-17,(SIRed)
Clg of Letters & Science,Statistics,Statistics,Y,26,2017-18,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Dance & Perf Studies,N,1,2015-16,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Dance & Perf Studies,N,5,2016-17,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Dance & Perf Studies,N,4,2017-18,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Dance & Perf Studies,U,1,2015-16,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Dance & Perf Studies,U,0,2016-17,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Dance & Perf Studies,Y,2,2015-16,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Dance & Perf Studies,Y,0,2016-17,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Dance & Perf Studies,Y,0,2017-18,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Theater & Perf Studies,N,10,2015-16,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Theater & Perf Studies,N,7,2016-17,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Theater & Perf Studies,N,14,2017-18,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Theater & Perf Studies,U,1,2015-16,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Theater & Perf Studies,U,0,2016-17,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Theater & Perf Studies,U,0,2017-18,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Theater & Perf Studies,Y,6,2015-16,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Theater & Perf Studies,Y,10,2016-17,(SIRed)
Clg of Letters & Science,Theater Dance & Perf Stds,Theater & Perf Studies,Y,15,2017-18,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,American Studies,N,2,2015-16,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,American Studies,N,3,2016-17,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,American Studies,N,2,2017-18,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,American Studies,U,2,2015-16,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,American Studies,U,0,2016-17,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,American Studies,U,0,2017-18,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,American Studies,Y,4,2015-16,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,American Studies,Y,1,2016-17,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,American Studies,Y,5,2017-18,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Interdisciplinary Studies,N,6,2015-16,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Interdisciplinary Studies,N,15,2016-17,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Interdisciplinary Studies,N,8,2017-18,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Interdisciplinary Studies,U,0,2016-17,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Interdisciplinary Studies,U,1,2017-18,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Interdisciplinary Studies,Y,5,2015-16,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Interdisciplinary Studies,Y,10,2016-17,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Interdisciplinary Studies,Y,9,2017-18,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Media Studies,N,43,2015-16,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Media Studies,N,87,2016-17,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Media Studies,N,71,2017-18,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Media Studies,U,6,2015-16,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Media Studies,U,3,2016-17,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Media Studies,U,3,2017-18,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Media Studies,Y,50,2015-16,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Media Studies,Y,56,2016-17,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Media Studies,Y,73,2017-18,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Religious Studies,N,4,2015-16,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Religious Studies,U,,2015-16,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Religious Studies,Y,,2015-16,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Undecided Undergrad Studies,N,2,2017-18,(SIRed)
Clg of Letters & Science,UG Interdisciplinary Studies,Undecided Undergrad Studies,Y,0,2017-18,(SIRed)
Clg of Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,N,12,2015-16,(SIRed)
Clg of Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,N,13,2016-17,(SIRed)
Clg of Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,N,16,2017-18,(SIRed)
Clg of Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,U,0,2016-17,(SIRed)
Clg of Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,U,2,2017-18,(SIRed)
Clg of Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,Y,8,2015-16,(SIRed)
Clg of Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,Y,9,2016-17,(SIRed)
Clg of Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,Y,14,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,N,10,2015-16,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,N,11,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,N,11,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,U,2,2015-16,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,U,0,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,U,0,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,Y,6,2015-16,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,Y,9,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,Y,6,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,N,10,2015-16,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,N,3,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,N,7,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,U,0,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,U,1,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,Y,3,2015-16,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,Y,10,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,Y,2,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,N,2,2015-16,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,N,4,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,N,3,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,U,0,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,Y,2,2015-16,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,Y,0,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,Y,0,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,N,3,2015-16,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,N,7,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,N,6,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,U,1,2015-16,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,U,0,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,U,2,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,Y,5,2015-16,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,Y,8,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,Y,7,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,N,8,2015-16,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,N,16,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,N,12,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,U,1,2015-16,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,U,1,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,U,0,2017-18,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,Y,11,2015-16,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,Y,8,2016-17,(SIRed)
Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,Y,8,2017-18,(SIRed)
Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Science,N,7,2015-16,(SIRed)
Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Science,N,5,2016-17,(SIRed)
Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Science,N,11,2017-18,(SIRed)
Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Science,U,1,2015-16,(SIRed)
Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Science,U,0,2016-17,(SIRed)
Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Science,U,0,2017-18,(SIRed)
Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Science,Y,5,2015-16,(SIRed)
Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Science,Y,8,2016-17,(SIRed)
Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Science,Y,4,2017-18,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,N,5,2015-16,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,N,2,2016-17,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,N,3,2017-18,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,U,1,2015-16,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,U,0,2016-17,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,Y,,2015-16,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,Y,0,2016-17,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,Y,2,2017-18,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Microbial Biology,N,8,2015-16,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Microbial Biology,N,7,2016-17,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Microbial Biology,N,8,2017-18,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Microbial Biology,U,1,2015-16,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Microbial Biology,U,0,2016-17,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Microbial Biology,U,2,2017-18,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Microbial Biology,Y,5,2015-16,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Microbial Biology,Y,5,2016-17,(SIRed)
Clg of Natural Resources,Plant & Microbial Biology,Microbial Biology,Y,5,2017-18,(SIRed)
Haas School of Business,Business,Business Administration,N,52,2015-16,(SIRed)
Haas School of Business,Business,Business Administration,N,56,2016-17,(SIRed)
Haas School of Business,Business,Business Administration,N,61,2017-18,(SIRed)
Haas School of Business,Business,Business Administration,U,1,2015-16,(SIRed)
Haas School of Business,Business,Business Administration,U,5,2016-17,(SIRed)
Haas School of Business,Business,Business Administration,U,2,2017-18,(SIRed)
Haas School of Business,Business,Business Administration,Y,35,2015-16,(SIRed)
Haas School of Business,Business,Business Administration,Y,39,2016-17,(SIRed)
Haas School of Business,Business,Business Administration,Y,34,2017-18,(SIRed)
